publish_date,title,source,nvda_relevance,overall_sentiment_score,url,summary
2022-08-22 09:15:59,Intel shares new details about upcoming Meteor Lake processor series,SiliconANGLE,0.611583,0.21764,https://siliconangle.com/2022/08/22/intel-shares-new-details-upcoming-meteor-lake-processor-series/,"Intel has revealed new technical details about its upcoming Meteor Lake processor series, which will utilize chiplet technology for desktop and laptop CPUs. These processors will feature five chiplets, with the primary CPU module manufactured by Intel and other vital components like the GPU and I/O module produced by TSMC. This chiplet architecture allows for greater flexibility in design, improved manufacturing efficiency, and better performance through 3D stacking with Intel's Foveros technology."
2022-08-18 09:32:08,Report: Qualcomm plans to return to the server chip market,SiliconANGLE,0.594053,0.081356,https://siliconangle.com/2022/08/18/report-qualcomm-plans-return-server-chip-market/,"Qualcomm Inc. is reportedly planning to re-enter the server chip market four years after exiting it, seeking customers for a new server processor. This new processor is based on technology acquired from Nuvia Inc. for $1.4 billion and is being evaluated by Amazon Web Services Inc. The move aligns with Qualcomm's strategy to expand beyond mobile and boost revenue, potentially increasing competition for Intel Corp. and Advanced Micro Devices Inc."
2022-08-17 09:20:49,Lam Research to open its second R&D centre in India,www.varindia.com,0.644691,0.394926,https://www.varindia.com/news/lam-research-to-open-its-second-rd-centre-in-india,"US-based semiconductor equipment supplier Lam Research is establishing its second R&D center in India in September, aiming to enable local design completion and reduce reliance on its US counterparts. The new facility will feature an advanced hardware engineering lab for deposition, etching, and wet processing, alongside AR/VR capabilities. This expansion underscores India's growing importance in the semiconductor design ecosystem, despite the manufacturing sector being in its early stages."
2022-08-10 08:50:28,AMD Stock Is a Bargain,Morningstar,0.731638,0.071158,https://www.morningstar.com/stocks/amd-stock-is-bargain,"Morningstar considers AMD stock a bargain with a fair value estimate of $130 per share, giving it a 4-star rating and a narrow economic moat. The company is praised for its impressive growth, market share gains against Intel, and strong execution in new chip designs, especially in the data center and PC markets. However, high uncertainty remains due to the cyclical semiconductor industry and AMD's smaller scale compared to Intel and Nvidia."
2022-08-09 09:26:54,"NVIDIA Announces Major Release of Omniverse With New USD Connectors and Tools, Simulation Technologies and Developer Frameworks",NVIDIA Newsroom,1.0,0.549284,https://nvidianews.nvidia.com/news/nvidia-announces-major-release-of-omniverse-with-new-usd-connectors-and-tools-simulation-technologies-and-developer-frameworks,"NVIDIA has announced a major update to its Omniverse platform, introducing new developer frameworks, tools, apps, and plugins designed to build and connect metaverse worlds. These enhancements include AI-powered tools like Omniverse Avatar Cloud Engine, DeepSearch, and NeuralVDB, along with 11 new USD Connectors to integrate with leading 3D applications and CAD software. The updates aim to simplify virtual world creation and foster collaboration across industries, bridging the physical and virtual realms."
2022-08-09 09:26:54,NVIDIA and Partners Build Out Universal Scene Description to Accelerate Industrial Metaverse and Next Wave of AI,NVIDIA Newsroom,0.31537,0.024155,https://nvidianews.nvidia.com/news/nvidia-and-partners-build-out-universal-scene-description-to-accelerate-industrial-metaverse-and-next-wave-of-ai,"NVIDIA, in collaboration with Pixar, Adobe, Autodesk, Siemens, and other industry leaders, is launching a multi-year initiative to expand Universal Scene Description (USD) as a foundational language for the open metaverse and 3D internet. The effort aims to extend USD's capabilities beyond visual effects to support industrial applications like architecture, engineering, manufacturing, robotics, and digital twins, introducing features such as international character support, geospatial coordinates, and real-time IoT data streaming. NVIDIA is also providing open-source resources, a compatibility testing suite, and developing USD plugins for popular 3D software to accelerate its adoption across various industries."
2022-08-09 06:19:00,Cathie Wood sells Block shares to double down on Nvidia,The Block,0.825775,-0.039019,https://www.theblock.co/post/162357/cathie-wood-sells-block-shares-to-double-down-on-nvidia,"Ark Invest, led by Cathie Wood, sold over $20 million worth of Block (SQ) shares and simultaneously purchased over $65 million worth of Nvidia (NVDA) shares across three of its funds. This move follows Ark's previous decision to exit PayPal (PYPL) to bet on Block, and comes amidst macroeconomic turbulence causing significant losses in various asset classes, including Block and Bitcoin. Ark also recently sold Coinbase (COIN) shares due to regulatory uncertainty."
2022-08-08 16:52:00,"Nvidia is hit by another ‘crypto hangover,’ and that isn’t the only problem",MarketWatch,1.0,-0.25618,https://www.marketwatch.com/story/nvidia-is-hit-by-another-crypto-hangover-and-that-isnt-the-only-problem-11659991965?gaa_at=eafs&gaa_n=AWEtsqeW-cx0JDHRHV3Ks0Ewpgy6BD9JozhLHTJzK5rnnK0qpmuCnHG9JYFw&gaa_ts=69079e81&gaa_sig=N3reemoQ7fRSkIUEelQCOA4MustJFnNvNaSAlRZNSZD7PsWNBz7mGgDdJ1Q9p1gg40nFD-oMmYChTH_MhwzWRw%3D%3D,"Nvidia is facing a ""crypto hangover"" and other issues as the pandemic-era booms in PC sales, videogames, and cryptocurrency decline. The company warned of a $1.4 billion revenue shortfall due to weak gaming equipment sales and excess inventory. Nvidia's stock fell 6.3% on the news, reflecting broader concerns about multiple challenges impacting its core business."
2022-08-08 09:26:54,Nvidia Warns of Sales Shortfall as Gaming Revenue Drops,The Wall Street Journal,1.0,-0.637047,https://www.wsj.com/business/earnings/nvidia-warns-of-sales-shortfall-as-gaming-revenue-drops-11659969222?gaa_at=eafs&gaa_n=AWEtsqdgPgIzL-P0Bg_fq9LKORdBUlvgjOOrn9aiH8cMn8h3zUMeR-kgH-CB&gaa_ts=699acf61&gaa_sig=EwZn58qVhQiOJVwg9E03J5kQ_n_5wbzVSzaL5-lAcDsB6hiT7NZGVlPnsbdnXhhtQeTbWj-JNHWzBaQWbX4OdQ%3D%3D,"Nvidia Corp. announced a significant sales shortfall for the quarter ending July 31, expecting revenue of $6.7 billion, which is 17% below its May forecast. This reduction is primarily due to a 33% drop in gaming revenue, signaling a potential slowdown in the computer chip market after a pandemic-era boom. The company's stock experienced a decline following this announcement."
2022-08-03 20:47:00,Pelosi’s Taiwan trip puts the world's biggest chipmaker back in the spotlight of U.S.-China rivalry,CNBC,0.632077,-0.09879,https://www.cnbc.com/2022/08/04/pelosi-taiwan-visit-puts-tsmc-back-in-spotlight-of-us-china-rivalry.html,"Nancy Pelosi's visit to Taiwan brought renewed attention to the island's critical role in the global chip supply chain, specifically highlighting Taiwan Semiconductor Manufacturing Co. (TSMC), a key manufacturer for tech giants like Apple and Nvidia. The visit underscored the strategic importance of semiconductors to U.S. national security and its rivalry with China. TSMC's dominance in the foundry market and the ongoing U.S. efforts to boost domestic chip manufacturing and secure supply chains were central themes, with concerns about China's potential actions towards Taiwan posing a significant risk to the global chip market."
2022-08-02 09:32:09,UCIe™ (Universal Chiplet Interconnect Express™) Consortium Announces Incorporation and New Board Members; Open for Membership,Business Wire,0.903311,0.549642,https://www.businesswire.com/news/home/20220802005203/en/UCIe-Universal-Chiplet-Interconnect-Express-Consortium-Announces-Incorporation-and-New-Board-Members-Open-for-Membership,"The UCIe™ (Universal Chiplet Interconnect Express™) Consortium has officially incorporated and announced new board members, including Alibaba and NVIDIA, joining founding members like ASE, AMD, Intel, and Samsung. The consortium aims to advance the UCIe specification to create a universal and interoperable chiplet ecosystem, with the UCIe 1.0 specification already available for download. They are actively seeking new members to contribute to the development of future specifications."
2022-07-28 10:29:22,"Enabling Enterprise Cybersecurity Protection with a DPU-Accelerated, Next-Generation Firewall",NVIDIA Developer,0.914111,0.354277,https://developer.nvidia.com/blog/enabling-enterprise-cybersecurity-protection-with-a-dpu-accelerated-next-generation-firewall/,"NVIDIA and Palo Alto Networks have collaborated to enhance cybersecurity by accelerating VM-Series Next Generation Firewalls (NGFW) using NVIDIA's BlueField Data Processing Unit (DPU). This partnership provides a 5x performance boost and significant CapEx savings by offloading packet inspection from host CPUs to the DPU. The joint solution includes an Intelligent Traffic Offload (ITO) service that optimizes firewall resources, ensuring deep security inspection only for necessary payload flows, thereby improving efficiency and enabling comprehensive zero-trust protection across all hosts."
2022-07-28 10:27:21,Pony.ai Express: New Autonomous Trucking Collaboration Powered by NVIDIA DRIVE Orin,NVIDIA Blog,1.0,0.447356,https://blogs.nvidia.com/blog/pony-ai-sany-autonomous-trucking-drive-orin/,"Pony.ai and SANY Heavy Truck, China's largest heavy equipment manufacturer, have partnered to develop level 4 autonomous trucks using NVIDIA DRIVE Orin. The collaboration aims to address the rapidly growing package delivery market and driver shortages, with small-scale deliveries starting this year and mass production by 2024. The venture plans to produce approximately 10,000 trucks annually, leveraging NVIDIA DRIVE Orin's high-performance compute capabilities for safe and efficient autonomous operations."
2022-07-27 10:31:03,Pony.ai and SANY Establish Joint Venture to Develop Next Generation of Autonomous Trucks for Mass Production,Business Wire,0.715191,0.741492,https://www.businesswire.com/news/home/20220727006184/en/Pony.ai-and-SANY-Establish-Joint-Venture-to-Develop-Next-Generation-of-Autonomous-Trucks-for-Mass-Production,"Pony.ai and SANY Heavy Truck have formed a strategic joint venture to develop and mass-produce next-generation Level 4 autonomous trucks. The collaboration aims to integrate Pony.ai's autonomous driving technology with SANY's heavy truck manufacturing expertise, with small-scale deliveries planned for 2022-2023 and mass production targeting 10,000 units annually by 2024. This partnership is expected to create a sophisticated intelligent logistics ecosystem, enhance road safety, reduce costs, and significantly lower greenhouse gas emissions by focusing on new energy vehicles."
2022-07-27 10:26:31,Nomura Malaysia launches Global Shariah Semiconductor Equity Fund,bernama,0.622197,0.335012,https://www.bernama.com/en/news.php?id=2104383,"Nomura Asset Management Malaysia Sdn Bhd has launched its Global Shariah Semiconductor Equity Fund to provide investors access to the rapidly expanding semiconductor sector, driven by global digitalisation trends and the rollout of 5G networks. The fund aims to capitalize on the increasing demand for semiconductor chips by focusing on high-growth potential Shariah-compliant companies with strong financials and intellectual property. This fund is the first of its kind in Malaysia, with Nomura Asset Management UK Ltd acting as the investment adviser."
2022-07-27 09:53:08,Arm: Business Strategy—SoftBank Group Report 2022,ソフトバンクグループ株式会社,0.615069,0.402221,https://group.softbank/en/ir/financials/annual_reports/2022/message/arm,"This article details Arm's business strategy as presented in the SoftBank Group Report 2022. It covers Arm's role as a global leader in semiconductor technology, its licensing business model, and strategic investments in R&D to maintain market leadership and expand into new areas like autonomous vehicles and IoT. The report highlights significant growth in both technology royalty and non-royalty revenues in fiscal 2021 and discusses the leadership transition with Rene Haas appointed as CEO."
2022-07-25 10:17:08,Intel to produce chips for MediaTek as part of new partnership,SiliconANGLE,0.565304,0.358061,https://siliconangle.com/2022/07/25/intel-produce-chips-mediatek-part-new-partnership/,"Intel will manufacture chips for MediaTek, a Taiwan-based semiconductor maker, as part of a new partnership announced today. MediaTek, a fabless chip designer, will use Intel's manufacturing facilities to produce chips for various ""smart edge devices"" using Intel's 16 manufacturing process. This deal is a significant achievement for Intel's Intel Foundry Services (IFS) business, which was established last year to produce chips for other companies based on their custom designs."
2022-07-19 10:27:21,Rescale integrates Nvidia’s AI software to power digital twins for the industrial metaverse,SiliconANGLE,1.0,0.409965,https://siliconangle.com/2022/07/19/rescale-integrates-nvidias-containerized-ai-software-power-digital-twins-industrial-metaverse/,"Rescale Inc. has integrated Nvidia's AI software into its platform to simplify the creation of digital twins for industrial applications, supporting the development of the ""industrial metaverse."" This partnership allows Rescale customers to access GPU-optimized software, including Nvidia's NGC Catalog and Modulus neural network platform, enhancing the physical accuracy of digital twins with AI-assisted engineering. The collaboration aims to accelerate innovation by providing engineers and scientists a robust foundation for building and testing designs virtually, as exemplified by Hankook Tire's use of Rescale's technology."
2022-10-12 13:00:00,Polestar 3 is the SUV for the electric age,PR Newswire,0.62675,0.220457,https://www.prnewswire.com/news-releases/polestar-3-is-the-suv-for-the-electric-age-301646855.html,"Polestar officially unveiled the Polestar 3, an electric performance SUV designed with Scandinavian minimalism and powerful dynamics, targeting the electric vehicle market. It features a dual-motor configuration with up to 517 hp, a 111 kWh battery offering a 300-mile EPA range, and advanced safety and infotainment systems. Production is planned in China starting mid-2023, with additional manufacturing in the US by mid-2024, and initial pricing starts at USD 83,900."
2022-12-29 19:39:00,Sales of computer graphics cards slump to lowest level in two decades,SiliconANGLE,0.990898,-0.238146,https://siliconangle.com/2022/12/29/sales-computer-graphics-cards-slump-lowest-level-two-decades/,"Sales of computer graphics cards hit a 20-year low in Q3 2022 due to a global economic slowdown and the impact of the Ethereum merge on cryptocurrency mining. Major chipmakers like AMD and Nvidia experienced significant declines in discrete desktop GPU shipments, with AMD particularly hard hit. Despite the slump, new high-end GPU launches and Intel's entry into the market (grabbing a 4% share) offer potential for future sales boosts."
2022-12-27 17:46:32,Micron Technology Sees Chip Recovery by the End of 2023,Entrepreneur,0.627117,-0.155131,https://www.entrepreneur.com/finance/micron-technology-sees-chip-recovery-by-the-end-of-2023/441919?ocid=wispr,"Micron Technology Inc. stock has fallen significantly in 2022 due to weak demand for DRAM chips and an oversupply in the market. Despite a challenging fiscal Q1 2023 with missed earnings and lowered guidance, Micron expects improving customer inventories to lead to increased revenue in the fiscal second half of 2023. Analysts have revised their ratings and price targets, with some maintaining overweight or buy ratings despite the current downturn."
2022-12-21 05:47:09,Supermicro targets cloud-native workloads with new Arm-based Mt. Hamilton servers,SiliconANGLE,0.613853,0.359161,https://siliconangle.com/2022/12/21/supermicro-targets-cloud-native-workloads-new-arm-based-mt-hamilton-servers/,"Super Micro Computer Inc. has announced an expanded lineup of Arm-based servers, dubbed Mt. Hamilton, powered by Ampere Computing LLC’s Altra and Altra Max processors. These new MegaDC servers are designed for cloud-native workloads, offering high performance per watt for applications like cloud gaming, video-on-demand, and infrastructure-as-a-service. Leveraging a single motherboard design and featuring Ampere's Arm-based CPUs with up to 128 cores, Supermicro aims to provide customers with more choices for scalable, low-latency applications."
2022-12-18 15:08:56,NVDL Stock Fund Price and Chart — NASDAQ:NVDL,TradingView,0.89254,0.079842,https://www.tradingview.com/symbols/NASDAQ-NVDL/,"This article provides detailed information about the GraniteShares 2x Long NVDA Daily ETF (NVDL), including its current price, performance metrics, key statistics like AUM and expense ratio, and issuer details. It also offers insights into the fund's investment strategy, classification, and answers frequently asked questions about ETFs. The analysis presents a comprehensive overview for potential investors."
2022-12-07 05:10:42,"Nvidia and Deutsche Bank team up to deliver enhanced, AI-powered financial services",SiliconANGLE,0.961897,0.505889,https://siliconangle.com/2022/12/07/nvidia-deutsche-bank-team-deliver-enhanced-ai-powered-financial-services/,"Nvidia and Deutsche Bank have announced a multiyear ""innovation partnership"" to accelerate the use of AI and machine learning in financial services. This collaboration aims to develop regulatory-compliant, AI-powered services, enhance risk model development, and accelerate Deutsche Bank's digital transformation. They will also explore AI for immersive metaverse experiences and advanced data analytics using ""Finformers"" to identify risks like fraud."
2022-12-05 05:31:12,Lattice Extends Low Power Leadership with New Lattice Avant FPGA Platform,Business Wire,0.559162,0.323895,https://www.businesswire.com/news/home/20221205005005/en/Lattice-Extends-Low-Power-Leadership-with-New-Lattice-Avant-FPGA-Platform,"Lattice Semiconductor has launched Lattice Avant, a new FPGA platform designed to extend its low-power leadership into mid-range FPGAs. This platform offers enhanced power efficiency, advanced connectivity, and optimized computing capabilities, targeting applications in Communications, Computing, Industrial, and Automotive markets. The Avant platform, beginning with the Avant-E family, aims to double Lattice's addressable market and accelerate customer designs with superior power efficiency and performance."
2022-12-04 05:26:25,Intel says it will squeeze 1 trillion transistors onto a chip package by 2030,SiliconANGLE,0.628526,0.254832,https://siliconangle.com/2022/12/04/intel-says-will-squeeze-1-trillion-transistors-onto-chip-package-2030/,"Intel's researchers have revealed innovations in chip packaging that could lead to chips with over a trillion transistors by 2030, significantly extending Moore's Law. This development would result in computer chips ten times more powerful than current advanced silicon. The company aims to address the increasing demand for computing power driven by data consumption and AI."
2022-11-30 06:34:19,Qubit Pharmaceuticals Accelerates Drug Discovery With Hybrid Quantum Computing,NVIDIA Blog,1.0,0.465199,https://blogs.nvidia.com/blog/qubit-pharmaceuticals-accelerates-drug-discovery-quantum-computing/,"Qubit Pharmaceuticals is leveraging hybrid quantum computing, combining classical and quantum computing, to significantly accelerate drug discovery. The company uses NVIDIA's QODA programming model and their Atlas software to simulate drug molecules, aiming to reduce the time and cost of identifying promising treatments for various diseases. This approach seeks to bring down the number of drug compounds needed for preclinical testing, saving substantial time and money in the pharmaceutical development process."
2022-11-18 06:34:19,"Nvidia beats revenue estimates, reassures investors",Taipei Times,1.0,0.047694,https://www.taipeitimes.com/News/biz/archives/2022/11/18/2003789130,"Nvidia reported better-than-expected revenue for the fiscal third quarter, driven by strong demand for its AI and data-center chips, despite a slowdown in the PC market and challenges in China. The company's data center unit saw a 31% sales increase, offsetting a 51% drop in its gaming business. Although the fourth-quarter outlook was slightly below some estimates, it was sufficient to alleviate investor concerns, with CEO Jensen Huang acknowledging ongoing macroeconomic difficulties and COVID-19 restrictions in China."
2022-11-17 06:35:41,"OSS, TMGcore debut a liquid-immersion cooled transportable supercomputer featuring Nvidia GPUs",Edge Industry Review,0.815368,0.359325,https://www.edgeir.com/oss-tmgcore-debut-a-liquid-immersion-cooled-transportable-supercomputer-featuring-nvidia-gpus-20221117,"One Stop Systems (OSS) and TMGcore have collaborated to launch a new two-phase liquid immersion-cooled version of the OSS Rigel Edge Supercomputer, designed for AI Transportable applications. This supercomputer, featuring Nvidia GPUs, offers efficiency, compactness, ruggedness, and high performance by using a unique immersion cooling technology that removes heat through liquid boiling, eliminating the need for fans and heatsinks. This innovation results in a smaller, more robust system with reduced power consumption and noise, ideal for autonomous vehicles, edge computing, and robotic process automation."
2022-11-17 06:28:37,"Lockheed Martin, NVIDIA to Build Digital Twin of Current Global Weather Conditions for the National Oceanic and Atmospheric Administration",NVIDIA Newsroom,0.964492,0.440241,https://nvidianews.nvidia.com/news/lockheed-martin-nvidia-digital-twin-for-noaa,"Lockheed Martin and NVIDIA are collaborating to create an AI-driven Earth Observations Digital Twin for the National Oceanic and Atmospheric Administration (NOAA). This system will efficiently monitor global environmental conditions, including extreme weather, by fusing data from various space and Earth-based sensors. The project aims to provide NOAA with a high-resolution, accurate, and timely depiction of global conditions to improve weather predictions and understanding of environmental changes."
2022-11-16 17:56:11,Chip Maker Nvidia Issues Tepid Earnings Forecast as Videogaming Business Slows,The Wall Street Journal,0.30075,0.014552,https://www.wsj.com/articles/nvidia-nvda-q3-earnings-report-2023-11668636320?gaa_at=eafs&gaa_n=AWEtsqcM-HPvYM-WCPASRH4hb0KDUQ_hUGym0cqpwpvZjK4pskkOBtxU73FX&gaa_ts=69079e73&gaa_sig=Y-LCA3j6kQbL9WLZqUW9aKnbM_s5zdmTrC5yzwoRl3shz1PK-jCSHAUwWulwm9yfUZAUUAXx5qewl05A4VRxjg%3D%3D,"Nvidia Corp. issued a muted earnings outlook and reported a significant decline in quarterly sales, primarily due to decreased consumer demand for its videogaming chips. The company's revenue fell 17% to $5.93 billion in its fiscal third quarter, with gaming-segment sales more than halving. While sales exceeded analyst expectations, net profit at $680 million fell short."
2022-11-16 16:34:00,Nvidia revenue falls 17% but data center growth remains strong,CNBC,1.0,-0.216666,https://www.cnbc.com/2022/11/16/nvidia-nvda-earnings-q3-2023-.html,"Nvidia's fiscal third-quarter revenue fell 17% overall but its data center business saw significant growth, up 31% year-over-year. The company's gaming division sales were down 51% due to slowing demand and inventory issues. Despite beating revenue expectations, earnings per share were light, and Nvidia expects gross margin to recover in the current quarter."
2022-11-16 08:27:00,Nvidia says it is working with Microsoft to build 'massive' cloud AI computer,Reuters,1.0,0.372146,https://www.reuters.com/technology/nvidia-says-it-is-working-with-microsoft-build-massive-cloud-ai-computer-2022-11-16/,"Nvidia Corp is partnering with Microsoft Corp to build a ""massive"" cloud AI computer on Microsoft's Azure cloud, utilizing thousands of Nvidia's powerful H100 and A100 GPUs. This collaboration aims to handle intense artificial intelligence computing work, driven by the increasing demand for faster processing from AI models. Nvidia will also be a customer of Microsoft's AI cloud computer, developing AI applications for its own services."
2022-11-16 06:34:18,Nvidia and Microsoft partner to build AI supercomputer,SiliconANGLE,1.0,0.46593,https://siliconangle.com/2022/11/16/nvidia-microsoft-partner-build-ai-supercomputer/,"Nvidia and Microsoft are collaborating to build one of the world's most powerful AI supercomputers within Microsoft's Azure cloud platform. This partnership involves equipping Azure with tens of thousands of Nvidia's H100 GPUs and Quantum-2 network switches, along with optimizing their respective AI development tools. Nvidia will also expand its use of Azure to support its generative AI research, leveraging the platform to advance technologies like its MT-NLG system."
2022-11-16 06:32:41,NVIDIA GeForce RTX 4080 Graphics Cards Now Available at Newegg.com,Business Wire,0.82858,0.389123,https://www.businesswire.com/news/home/20221116005387/en/NVIDIA-GeForce-RTX-4080-Graphics-Cards-Now-Available-at-Newegg.com,"Newegg Commerce, Inc. announced the availability of NVIDIA GeForce RTX 4080 graphics cards on Newegg.com. The RTX 4080 boasts significant performance improvements over previous generations, powered by the new NVIDIA Ada Lovelace architecture, and is also offered in pre-built ABS and MSI gaming PCs. Jim Tseng, Newegg's Director of Product Management, anticipates strong customer demand following the successful launch of the RTX 4090."
2022-11-16 06:31:25,"Industry Ministry, U.S. Firm to Cooperate on Semiconductor Industry Development",Tempo.co English,0.633763,0.240499,https://en.tempo.co/read/1657337/industry-ministry-u-s-firm-to-cooperate-on-semiconductor-industry-development,"Indonesia's Industry Ministry is partnering with a United States company, Zerro Power, co-founded by innovator Sehat Sutardja, to establish an integrated circuit design center. This collaboration aims to reduce Indonesia's dependence on semiconductor imports and develop an independent national semiconductor industry. The initiative is part of broader efforts to secure the semiconductor supply chain amidst increasing global demand."
2022-11-15 18:55:59,Buffett’s Taiwan Semiconductor Stake Highlights Beaten-Down Semi Stocks,Morningstar,0.713069,0.230905,https://www.morningstar.com/markets/buffetts-taiwan-semiconductor-stake-highlights-beaten-down-semi-stocks,"Warren Buffett's Berkshire Hathaway has invested $4.1 billion in Taiwan Semiconductor Manufacturing, drawing attention to the semiconductor industry, which Morningstar analysts consider largely undervalued. Following a significant selloff in 2022 due to recession fears and U.S. restrictions on sales to China, many semiconductor companies, including Skyworks Solutions, Teradyne, and Taiwan Semiconductor, are rated as significantly undervalued. The article details Morningstar's perspectives on Nvidia, Taiwan Semiconductor Manufacturing, ASML, Broadcom, and Texas Instruments, highlighting investment opportunities despite industry challenges."
2022-11-15 06:00:16,AMD announces its reprogrammable Versal AI chips are ready for space-based deployments,SiliconANGLE,0.646045,0.282941,https://siliconangle.com/2022/11/15/amd-announces-reprogrammable-versal-ai-chips-ready-space-based-deployments/,"AMD's reprogrammable Versal AI Core chip has achieved Class B qualification, making it suitable for space-based deployments in commercial satellites. This radiation-resistant SoC enables significant advancements in onboard AI processing for satellites, offering greater performance and reconfigurability compared to traditional ASICs. Raytheon Co. is an early adopter, planning to use these chips for its next-generation space processors."
2022-11-14 06:34:18,NVIDIA H100 and Quantum-2 Systems Announced Worldwide,NVIDIA Newsroom,0.348188,0.026502,https://nvidianews.nvidia.com/news/nvidia-hpc-platform-hopper-quantum-2-worldwide-adoption,"NVIDIA announced widespread adoption of its H100 Tensor Core GPUs and Quantum-2 InfiniBand, with offerings on Microsoft Azure and over 50 partner systems. The company also released major updates to its cuQuantum, CUDA, and BlueField DOCA acceleration libraries, and expanded Omniverse support for scientific computing. These initiatives aim to accelerate scientific discovery using a comprehensive HPC platform integrating AI and numerical methods."
2022-11-14 06:21:50,HPE's low-end supercomputers take aim at the AI market,TechTarget,0.639979,0.32511,https://www.techtarget.com/searchdatacenter/news/252527246/HPEs-low-end-supercomputers-take-aim-at-the-AI-market,"HPE and Dell are introducing new supercomputing and high-performance computing (HPC) systems designed to meet the growing demands of AI-driven workloads. HPE is focusing on smaller, lower-cost supercomputers with advanced cooling, while Dell is enhancing its HPC offerings with powerful GPUs, aiming to make supercomputing capabilities more accessible to a broader range of enterprise users. This convergence of supercomputing and HPC is blurring the lines between the two, as both companies compete to provide infrastructure that can efficiently handle complex AI, modeling, and simulation tasks."
2022-11-11 18:06:42,Reza Partners with Perfect Corp. to Enable Virtual Try On of Jewelry,PYMNTS.com,0.621694,0.187246,https://www.pymnts.com/news/retail/2022/reza-partners-with-perfect-corp-to-enable-virtual-try-on-of-jewelry/,"French jewelry brand Reza has collaborated with Perfect Corp. to integrate AI and AR virtual try-on technology into its new eCommerce website. This technology, featuring Perfect Corp.'s AgileHand, allows customers to virtually try on rings, earrings, and bracelets in real-time digital renderings. The partnership aims to enhance the luxury accessories shopping experience by providing an immersive and impactful virtual try-on solution."
2022-11-10 06:00:16,"AMD launches data center CPU 'Genoa', taps Google, Microsoft as customers (Nov. 10)",Reuters,0.648586,0.211334,https://www.reuters.com/technology/amd-launches-data-center-cpu-genoa-taps-google-microsoft-customers-2022-11-10/,"AMD has launched its fourth-generation EPYC processor, codenamed ""Genoa,"" for data centers, securing major customers like Microsoft Azure, Google Cloud, and Oracle. This new chip offers significant performance and energy efficiency improvements over its predecessor, translating into lower operational costs for enterprises and cloud data centers. The launch comes as rival Intel faces delays with its own data center chip, and AMD continues to gain market share, boosting its stock by about 14%."
2022-11-09 06:21:51,Hewlett Packard Enterprise Extends Supercomputing to the Enterprise with New HPE Cray Portfolio,varindia.com,0.6333,0.376863,https://varindia.com/news/hewlett-packard-enterprise-extends-supercomputing-to-the-enterprise-with-new-hpe-cray-portfolio,"Hewlett Packard Enterprise (HPE) is expanding its supercomputing portfolio with new HPE Cray EX and HPE Cray XD supercomputers, making exascale-class technology more accessible and affordable for enterprises. These systems are designed to help businesses across various industries, including energy, finance, healthcare, and manufacturing, accelerate R&D, AI, and machine learning initiatives. The new offerings provide significant performance and AI-at-scale capabilities in smaller form factors, supporting advanced modeling, simulation, and data-intensive workloads in traditional data centers."
2022-11-07 12:44:00,Tower Semiconductor: Opportunity or risk?,Globes - Israel Business News,0.609972,0.057544,https://en.globes.co.il/en/article-tower-semiconductor-opportunity-or-risk-1001429020,"Intel agreed to acquire Tower Semiconductor for $53 per share, but the market fears regulatory hurdles, especially from China and Japan, causing Tower's share price to drop significantly. The deal, valued at $5.4 billion at the time of agreement, needs approvals from multiple countries, including the US, China, Germany, Israel, Japan, the UK, and Italy. Analysts suggest that while regulatory risk exists, particularly with China due to US-China tensions, previous Israeli semiconductor acquisitions ultimately received Chinese approval, and Japan's hesitancy regarding M&A deals might be overcome as Intel plans to maintain operations there."
2022-11-03 18:57:14,How Taiwan won the semiconductor race,Engelsberg Ideas,0.623409,0.339113,https://engelsbergideas.com/notebook/how-taiwan-won-the-semiconductor-race/,"This article explains how Taiwan became a dominant force in the global semiconductor industry, despite starting as an agricultural economy. It attributes Taiwan's success to globalization's impact on electronics, East Asia's skilled workforce and infrastructure, and a unique business model focused on contract manufacturing rather than brand development. The piece highlights TSMC's role in supplying advanced chips globally, creating a significant dependency on Taiwan."
2022-11-03 06:34:19,Take the Green Train: NVIDIA BlueField DPUs Drive Data Center Efficiency,NVIDIA Blog,0.317883,0.032911,https://blogs.nvidia.com/blog/bluefield-dpus-energy-efficiency/,"NVIDIA's BlueField DPUs are significantly improving data center efficiency and reducing power consumption. Tests with Ericsson, Red Hat, and VMware showed power reductions of up to 24% and performance increases up to 54x compared to CPUs, by offloading networking, security, and storage tasks. These advancements contribute to substantial cost savings and align with the growing need for green computing solutions."
2022-11-02 06:51:56,Jaguar Land Rover Secures Semi Conductor Chips For Future Electric Cars,Thrust Zone,0.621675,0.670307,https://www.thrustzone.com/jaguar-land-rover-secures-semi-conductor-chips-for-future-electric-cars/,"Jaguar Land Rover (JLR) has formed a strategic partnership with Wolfspeed, Inc. to secure Silicon Carbide semiconductors for its next-generation electric vehicles. This collaboration aims to enhance powertrain efficiency and extend driving range for JLR's upcoming electric models, with the first Range Rover vehicles featuring this technology expected in 2024. The partnership is a key part of JLR's ""Reimagine"" strategy to become carbon net zero by 2039."
